,image_name,width,height,x0,y0,x1,y1,is_valid,box_area,resolution,label,face_count
1426,00001961.jpg,1000,667,305,71,695,374,True,118170,"(1000, 667)",1.0,1
1427,00001975.jpg,1000,667,381,57,657,271,True,59064,"(1000, 667)",1.0,1
1428,00002529.jpg,420,512,187,1,260,74,True,5329,"(420, 512)",1.0,1
1429,00003151.jpg,1024,664,354,137,522,264,True,21336,"(1024, 664)",1.0,1
1432,00001746.jpg,2000,1334,738,311,1340,778,True,281134,"(2000, 1334)",1.0,1
1433,00001752.jpg,1061,1300,414,92,600,352,True,48360,"(1061, 1300)",1.0,1
1434,00003145.jpg,500,331,44,34,373,287,True,83237,"(500, 331)",1.0,1
1435,00001034.jpg,600,438,87,24,215,133,True,13952,"(600, 438)",1.0,1
1436,00002273.jpg,1000,838,302,142,603,435,True,88193,"(1000, 838)",1.0,1
1437,00002267.jpg,590,394,166,8,436,219,True,56970,"(590, 394)",1.0,1
1438,00000470.jpg,1000,562,291,124,495,258,True,27336,"(1000, 562)",1.0,1
1439,00001008.jpg,1000,667,364,34,611,226,True,47424,"(1000, 667)",1.0,1
1440,00002271.jpg,1800,1692,789,334,1354,939,True,341825,"(1800, 1692)",1.0,1
1441,00001778.jpg,866,1300,373,15,713,621,True,206040,"(866, 1300)",1.0,1
1442,00000466.jpg,600,400,318,129,392,188,True,4366,"(600, 400)",1.0,1
1443,00000300.jpg,1000,667,185,165,339,284,True,18326,"(1000, 667)",1.0,1
1445,00002517.jpg,960,441,65,111,261,216,True,20580,"(960, 441)",1.0,1
1451,00002503.jpg,780,520,281,41,734,393,True,159456,"(780, 520)",1.0,1
1452,00000472.jpg,1200,630,521,195,782,355,True,41760,"(1200, 630)",1.0,1
1453,00002265.jpg,4248,3416,804,261,1635,1039,True,646518,"(4248, 3416)",1.0,1
1456,00001744.jpg,650,434,223,99,427,258,True,32436,"(650, 434)",1.0,1
1457,00003153.jpg,612,408,275,90,380,171,True,8505,"(612, 408)",1.0,1
1461,00000328.jpg,1470,980,859,170,1106,362,True,47424,"(1470, 980)",1.0,1
1462,00003147.jpg,640,960,338,229,421,374,True,12035,"(640, 960)",1.0,1
1463,00002259.jpg,634,407,377,52,482,130,True,8190,"(634, 407)",1.0,1
1465,00001977.jpg,1300,861,401,59,957,487,True,237968,"(1300, 861)",1.0,1
1466,00001787.jpg,1024,683,136,99,406,309,True,56700,"(1024, 683)",1.0,1
1467,00003184.jpg,612,408,320,59,379,105,True,2714,"(612, 408)",1.0,1
1470,00002715.jpg,1200,1200,744,244,880,403,True,21624,"(1200, 1200)",1.0,1
1474,00000664.jpg,600,400,249,117,367,209,True,10856,"(600, 400)",1.0,1
1478,00002073.jpg,1000,662,297,49,625,296,True,81016,"(1000, 662)",1.0,1
1479,00002067.jpg,1300,861,367,77,1003,578,True,318636,"(1300, 861)",1.0,1
1480,00003379.jpg,612,408,93,255,226,358,True,13699,"(612, 408)",1.0,1
1484,00000670.jpg,1600,1155,403,173,737,454,True,93854,"(1600, 1155)",1.0,1
1487,00001208.jpg,600,900,350,106,415,220,True,7410,"(600, 900)",1.0,1
1488,00002701.jpg,1000,714,239,171,498,382,True,54649,"(1000, 714)",1.0,1
1490,00003437.jpg,236,354,103,63,141,131,True,2584,"(236, 354)",1.0,1
1491,00003351.jpg,236,354,94,86,132,156,True,2660,"(236, 354)",1.0,1
1492,00000894.jpg,1428,2000,315,82,1165,1438,True,1152600,"(1428, 2000)",1.0,1
1493,00001552.jpg,683,1024,380,449,454,579,True,9620,"(683, 1024)",1.0,1
1494,00001234.jpg,800,582,256,124,518,341,True,56854,"(800, 582)",1.0,1
1495,00002932.jpg,2000,1334,673,79,1081,403,True,132192,"(2000, 1334)",1.0,1
1497,00000843.jpg,700,1055,482,84,560,220,True,10608,"(700, 1055)",1.0,1
1498,00001585.jpg,407,612,67,54,257,379,True,61750,"(407, 612)",1.0,1
1499,00002098.jpg,281,519,109,4,167,131,True,7366,"(281, 519)",1.0,1
1500,00000857.jpg,1000,667,359,29,732,319,True,108170,"(1000, 667)",1.0,1
1501,00001591.jpg,390,280,129,22,236,112,True,9630,"(390, 280)",1.0,1
1502,00002926.jpg,650,895,568,168,635,272,True,6968,"(650, 895)",1.0,1
1503,00001368.jpg,1500,1120,687,99,956,333,True,62946,"(1500, 1120)",1.0,1
1504,00003219.jpg,866,1390,302,281,657,943,True,235010,"(866, 1390)",1.0,1
1505,00002113.jpg,800,533,108,37,500,341,True,119168,"(800, 533)",1.0,1
1506,00000704.jpg,612,387,114,87,276,203,True,18792,"(612, 387)",1.0,1
1511,00002675.jpg,505,340,127,56,363,240,True,43424,"(505, 340)",1.0,1
1512,00001354.jpg,2000,1333,871,102,1388,503,True,207317,"(2000, 1333)",1.0,1
1513,00002885.jpg,504,370,307,167,369,219,True,3224,"(504, 370)",1.0,1
1519,00003225.jpg,389,280,149,98,191,132,True,1428,"(389, 280)",1.0,1
1521,00001432.jpg,800,530,337,86,644,327,True,73987,"(800, 530)",1.0,1
1522,00001426.jpg,500,750,197,243,289,403,True,14720,"(500, 750)",1.0,1
1523,00000738.jpg,750,500,447,67,576,167,True,12900,"(750, 500)",1.0,1
1527,00003231.jpg,1200,1200,429,357,554,500,True,17875,"(1200, 1200)",1.0,1
1528,00002891.jpg,390,280,162,48,263,132,True,8484,"(390, 280)",1.0,1
1529,00001340.jpg,3840,5760,1042,1127,2035,2860,True,1720869,"(3840, 5760)",1.0,1
1530,00002846.jpg,236,354,77,47,129,136,True,4628,"(236, 354)",1.0,1
1531,00001397.jpg,462,280,199,31,380,156,True,22625,"(462, 280)",1.0,1
1532,00000089.jpg,1000,1500,374,295,550,602,True,54032,"(1000, 1500)",1.0,1
1533,00000923.jpg,2888,2007,1346,169,1623,393,True,62048,"(2888, 2007)",1.0,1
1534,00001383.jpg,1000,1500,312,49,778,863,True,379324,"(1000, 1500)",1.0,1
1535,00002852.jpg,800,531,178,108,578,417,True,123600,"(800, 531)",1.0,1
1536,00002305.jpg,640,960,216,234,347,462,True,29868,"(640, 960)",1.0,1
1537,00002477.jpg,1000,1268,639,33,819,298,True,47700,"(1000, 1268)",1.0,1
1539,00000506.jpg,1024,683,211,221,373,346,True,20250,"(1024, 683)",1.0,1
1542,00002311.jpg,559,800,181,183,364,482,True,54717,"(559, 800)",1.0,1
1543,00001630.jpg,1600,1132,41,8,1321,995,True,1263360,"(1600, 1132)",1.0,1
1544,00002339.jpg,450,300,114,8,359,194,True,45570,"(450, 300)",1.0,1
1545,00003027.jpg,1470,980,954,335,1125,465,True,22230,"(1470, 980)",1.0,1
1546,00001156.jpg,450,347,205,56,369,207,True,24764,"(450, 347)",1.0,1
1547,00003033.jpg,1024,688,246,265,547,506,True,72541,"(1024, 688)",1.0,1
1549,00001624.jpg,1300,1390,505,135,904,632,True,198303,"(1300, 1390)",1.0,1
1550,00001817.jpg,626,417,143,23,387,216,True,47092,"(626, 417)",1.0,1
1551,00001803.jpg,600,420,102,40,467,337,True,108405,"(600, 420)",1.0,1
1552,00001195.jpg,1300,866,215,70,566,342,True,95472,"(1300, 866)",1.0,1
1553,00001180.jpg,417,626,46,47,255,412,True,76285,"(417, 626)",1.0,1
1554,00002489.jpg,400,267,95,23,208,111,True,9944,"(400, 267)",1.0,1
1555,00001802.jpg,678,1024,252,148,376,362,True,26536,"(678, 1024)",1.0,1
1556,00001631.jpg,236,327,97,114,134,173,True,2183,"(236, 327)",1.0,1
1557,00000249.jpg,600,420,369,52,468,130,True,7722,"(600, 420)",1.0,1
1558,00002310.jpg,866,1300,400,257,593,595,True,65234,"(866, 1300)",1.0,1
1559,00000507.jpg,2000,1333,1246,52,1702,405,True,160968,"(2000, 1333)",1.0,1
1564,00002462.jpg,385,280,187,35,298,129,True,10434,"(385, 280)",1.0,1
1565,00000275.jpg,600,600,229,70,342,199,True,14577,"(600, 600)",1.0,1
1566,00002853.jpg,1030,693,318,170,443,268,True,12250,"(1030, 693)",1.0,1
1569,00001382.jpg,1066,1689,413,95,589,419,True,57024,"(1066, 1689)",1.0,1
1570,00000088.jpg,3456,5184,1372,715,2048,1871,True,781456,"(3456, 5184)",1.0,1
1571,00001396.jpg,612,494,314,52,587,315,True,71799,"(612, 494)",1.0,1
1572,00002847.jpg,350,350,113,76,225,204,True,14336,"(350, 350)",0.0,0
1573,00000936.jpg,1000,667,397,59,718,308,True,79929,"(1000, 667)",1.0,1
1574,00003230.jpg,2000,1331,1039,271,1466,601,True,140910,"(2000, 1331)",1.0,1
1575,00001427.jpg,390,280,136,25,237,109,True,8484,"(390, 280)",1.0,1
1576,00001341.jpg,1600,1157,627,129,868,332,True,48923,"(1600, 1157)",1.0,1
1577,00002890.jpg,735,1104,260,209,467,571,True,74934,"(735, 1104)",1.0,1
1578,00002884.jpg,1500,1253,785,253,1085,545,True,87600,"(1500, 1253)",1.0,1
1582,00001355.jpg,1600,1167,335,1,1148,671,True,544710,"(1600, 1167)",1.0,1
1583,00001433.jpg,866,1300,341,111,510,407,True,50024,"(866, 1300)",1.0,1
1584,00003224.jpg,612,408,94,162,345,356,True,48694,"(612, 408)",1.0,1
1586,00000705.jpg,2048,1365,788,242,1207,566,True,135756,"(2048, 1365)",1.0,1
1588,00002674.jpg,612,405,42,112,210,242,True,21840,"(612, 405)",1.0,1
1591,00001369.jpg,434,650,141,208,244,388,True,18540,"(434, 650)",1.0,1
1592,00000077.jpg,667,1000,262,162,332,281,True,8330,"(667, 1000)",1.0,1
1593,00002660.jpg,626,417,194,57,359,185,True,21120,"(626, 417)",1.0,1
1594,00002106.jpg,600,420,233,11,356,111,True,12300,"(600, 420)",1.0,1
1595,00003218.jpg,500,334,272,101,352,163,True,4960,"(500, 334)",1.0,1
1596,00000711.jpg,480,320,58,111,165,194,True,8881,"(480, 320)",1.0,1
1599,00001590.jpg,1200,1800,130,474,569,1240,True,336274,"(1200, 1800)",1.0,1
1601,00000856.jpg,683,1023,257,193,324,307,True,7638,"(683, 1023)",1.0,1
1602,00002099.jpg,1024,886,513,76,689,249,True,30448,"(1024, 886)",1.0,1
1604,00003393.jpg,800,800,250,103,376,250,True,18522,"(800, 800)",1.0,1
1605,00001584.jpg,319,450,164,91,221,185,True,5358,"(319, 450)",1.0,1
1606,00000842.jpg,750,1124,250,186,330,326,True,11200,"(750, 1124)",1.0,1
1608,00003344.jpg,1182,1208,506,495,647,662,True,23547,"(1182, 1208)",1.0,1
1614,00000895.jpg,512,704,59,68,370,566,True,154878,"(512, 704)",1.0,1
1615,00001235.jpg,600,419,187,1,593,250,True,101094,"(600, 419)",1.0,1
1616,00002728.jpg,866,1390,274,62,599,657,True,193375,"(866, 1390)",1.0,1
1617,00003436.jpg,612,408,249,95,394,208,True,16385,"(612, 408)",1.0,1
1618,00001221.jpg,867,1000,381,90,544,308,True,35534,"(867, 1000)",1.0,1
1619,00001547.jpg,1300,956,606,77,942,364,True,96432,"(1300, 956)",1.0,1
1620,00000881.jpg,1500,1000,558,97,1000,440,True,151606,"(1500, 1000)",1.0,1
1621,00003378.jpg,600,400,267,122,358,191,True,6279,"(600, 400)",1.0,1
1627,00002066.jpg,1500,1120,509,16,897,353,True,130756,"(1500, 1120)",1.0,1
1628,00001209.jpg,800,582,266,71,548,309,True,67116,"(800, 582)",1.0,1
1629,00000103.jpg,1264,1500,576,418,957,943,True,200025,"(1264, 1500)",1.0,1
1630,00002714.jpg,390,280,97,26,292,189,True,31785,"(390, 280)",1.0,1
1631,00000665.jpg,2940,1960,1184,459,2191,1241,True,787474,"(2940, 1960)",1.0,1
1633,00003185.jpg,640,457,371,53,617,257,True,50184,"(640, 457)",1.0,1
1635,00001792.jpg,1335,2000,622,184,767,437,True,36685,"(1335, 2000)",1.0,1
1636,00001786.jpg,1300,956,316,170,823,614,True,225108,"(1300, 956)",1.0,1
1637,00003191.jpg,500,333,174,69,331,191,True,19154,"(500, 333)",1.0,1
1638,00001976.jpg,350,263,58,40,141,113,True,6059,"(350, 263)",1.0,1
1639,00001962.jpg,632,420,190,11,406,179,True,36288,"(632, 420)",1.0,1
1640,00001989.jpg,1000,710,411,1,725,244,True,76302,"(1000, 710)",1.0,1
1641,00001751.jpg,1136,1300,504,185,768,537,True,92928,"(1136, 1300)",1.0,1
1642,00002258.jpg,910,607,6,1,910,594,True,536072,"(910, 607)",1.0,1
1643,00003146.jpg,626,418,495,124,600,206,True,8610,"(626, 418)",1.0,1
1648,00003152.jpg,800,533,382,60,633,254,True,48694,"(800, 533)",1.0,1
1650,00001745.jpg,1300,866,514,110,905,413,True,118473,"(1300, 866)",1.0,1
1651,00001023.jpg,364,500,146,44,216,155,True,7770,"(364, 500)",1.0,1
1652,00000315.jpg,335,254,83,31,195,130,True,11088,"(335, 254)",1.0,1
1653,00002264.jpg,718,1024,205,105,492,582,True,136899,"(718, 1024)",1.0,1
1654,00001779.jpg,667,1000,282,158,391,346,True,20492,"(667, 1000)",1.0,1
1655,00002516.jpg,2946,1960,874,264,1687,893,True,511377,"(2946, 1960)",1.0,1
1656,00000301.jpg,867,1300,437,392,599,670,True,45036,"(867, 1300)",1.0,1
1657,00001006.jpg,450,321,11,14,297,257,True,69498,"(450, 321)",0.0,0
1658,00003177.jpg,150,150,48,1,98,48,True,2350,"(150, 150)",1.0,1
1659,00002269.jpg,1280,720,515,19,1276,625,True,461166,"(1280, 720)",1.0,1
1660,00001760.jpg,1024,684,178,37,857,553,True,350364,"(1024, 684)",1.0,1
1661,00003163.jpg,682,1023,415,360,532,565,True,23985,"(682, 1023)",1.0,1
1662,00001012.jpg,1000,1500,431,435,627,784,True,68404,"(1000, 1500)",1.0,1
1663,00000442.jpg,768,1151,278,239,457,551,True,55848,"(768, 1151)",1.0,1
1664,00001984.jpg,509,339,240,54,453,222,True,35784,"(509, 339)",1.0,1
1665,00001990.jpg,350,525,115,1,185,120,True,8330,"(350, 525)",1.0,1
1666,00002296.jpg,1000,667,449,39,877,378,True,145092,"(1000, 667)",1.0,1
1667,00003188.jpg,1000,1000,227,225,410,443,True,39894,"(1000, 1000)",0.0,0
1668,00002282.jpg,800,600,85,67,301,255,True,40608,"(800, 600)",1.0,1
1671,00001562.jpg,735,946,415,51,499,174,True,10332,"(735, 946)",1.0,1
1673,00003413.jpg,626,445,126,126,241,221,True,10925,"(626, 445)",1.0,1
1678,00001204.jpg,1000,667,370,2,752,285,True,108106,"(1000, 667)",1.0,1
1679,00001210.jpg,450,300,174,9,277,89,True,8240,"(450, 300)",1.0,1
1680,00003407.jpg,612,459,384,158,453,219,True,4209,"(612, 459)",1.0,1
1683,00003361.jpg,1024,683,241,378,464,551,True,38579,"(1024, 683)",1.0,1
1692,00001576.jpg,1500,1138,674,111,1288,653,True,332788,"(1500, 1138)",1.0,1
1693,00002057.jpg,683,1024,387,97,513,311,True,26964,"(683, 1024)",1.0,1
1694,00000640.jpg,1500,1101,154,254,550,599,True,136620,"(1500, 1101)",1.0,1
1699,00000898.jpg,675,900,265,56,403,275,True,30222,"(675, 900)",1.0,1
1700,00001238.jpg,1024,683,33,22,492,379,True,163863,"(1024, 683)",1.0,1
1701,00002725.jpg,640,960,222,156,411,478,True,60858,"(640, 960)",1.0,1
1702,00002043.jpg,626,417,195,37,332,142,True,14385,"(626, 417)",1.0,1
1703,00002916.jpg,866,1390,434,308,539,509,True,21105,"(866, 1390)",1.0,1
1705,00002902.jpg,1080,1080,268,96,870,796,True,421400,"(1080, 1080)",1.0,1
1706,00002094.jpg,662,1000,284,66,463,380,True,56206,"(662, 1000)",1.0,1
1707,00002080.jpg,682,1023,46,1,638,409,True,241536,"(682, 1023)",0.0,0
1708,00001589.jpg,867,1300,408,196,509,372,True,17776,"(867, 1300)",1.0,1
1709,00000697.jpg,1500,1000,656,44,1118,402,True,165396,"(1500, 1000)",1.0,1
1713,00001416.jpg,333,519,86,26,156,152,True,8820,"(333, 519)",1.0,1
1714,00002679.jpg,866,1390,321,61,644,665,True,195092,"(866, 1390)",1.0,1
1715,00001370.jpg,333,519,151,17,226,151,True,10050,"(333, 519)",1.0,1
1716,00001364.jpg,1000,678,384,169,593,334,True,34485,"(1000, 678)",1.0,1
1717,00001402.jpg,2940,1960,1012,103,1319,336,True,71531,"(2940, 1960)",1.0,1
1719,00002123.jpg,682,1024,167,86,573,780,True,281764,"(682, 1024)",1.0,1
1720,00000734.jpg,1900,1068,376,63,773,317,True,100838,"(1900, 1068)",1.0,1
1723,00002645.jpg,325,280,38,69,102,133,True,4096,"(325, 280)",1.0,1
1725,00002651.jpg,750,500,287,198,447,320,True,19520,"(750, 500)",1.0,1
1727,00002889.jpg,1024,683,86,1,811,499,True,361050,"(1024, 683)",0.0,0
1728,00001358.jpg,1300,956,406,84,861,473,True,176995,"(1300, 956)",1.0,1
1729,00002137.jpg,407,612,122,66,247,280,True,26750,"(407, 612)",1.0,1
1730,00000913.jpg,1500,1353,590,53,807,281,True,49476,"(1500, 1353)",1.0,1
1731,00002876.jpg,700,467,309,163,440,265,True,13362,"(700, 467)",1.0,1
1733,00000091.jpg,400,600,98,79,347,505,True,106074,"(400, 600)",1.0,1
1734,00000085.jpg,467,700,147,83,276,308,True,29025,"(467, 700)",1.0,1
1735,00002692.jpg,970,646,446,104,911,464,True,167400,"(970, 646)",1.0,1
1737,00003003.jpg,2000,1333,995,289,1912,1000,True,651987,"(2000, 1333)",1.0,1
1740,00001600.jpg,1333,2000,322,42,1097,1396,True,1049350,"(1333, 2000)",1.0,1
1741,00003017.jpg,1300,806,440,113,917,458,True,164565,"(1300, 806)",1.0,1
1742,00000536.jpg,1232,821,105,288,501,595,True,121572,"(1232, 821)",1.0,1
1745,00001628.jpg,2000,1333,884,121,1390,514,True,198858,"(2000, 1333)",1.0,1
1746,00000522.jpg,612,408,58,106,250,255,True,28608,"(612, 408)",1.0,1
1752,00002484.jpg,1600,900,514,229,894,473,True,92720,"(1600, 900)",1.0,1
1753,00001833.jpg,1300,957,406,97,1012,616,True,314514,"(1300, 957)",1.0,1
1754,00001827.jpg,1500,1120,604,70,924,355,True,91200,"(1500, 1120)",1.0,1
1755,00002490.jpg,572,380,228,44,467,225,True,43259,"(572, 380)",1.0,1
1757,00001199.jpg,390,280,129,31,289,167,True,21760,"(390, 280)",1.0,1
1758,00001826.jpg,1600,1167,622,42,942,313,True,86720,"(1600, 1167)",1.0,1
1759,00001198.jpg,682,1024,307,63,388,205,True,11502,"(682, 1024)",1.0,1
1760,00002491.jpg,1200,940,558,83,832,327,True,66856,"(1200, 940)",1.0,1
1762,00002485.jpg,1072,1549,242,259,351,443,True,20056,"(1072, 1549)",1.0,1
1765,00001832.jpg,1024,682,174,50,824,543,True,320450,"(1024, 682)",1.0,1
1766,00000523.jpg,1500,1004,826,377,1062,561,True,43424,"(1500, 1004)",1.0,1
1771,00002334.jpg,736,1104,251,48,408,317,True,42233,"(736, 1104)",1.0,1
1772,00002452.jpg,660,373,91,92,511,368,True,115920,"(660, 373)",1.0,1
1773,00002446.jpg,900,602,499,80,611,167,True,9744,"(900, 602)",1.0,1
1774,00001629.jpg,450,319,188,46,269,112,True,5346,"(450, 319)",1.0,1
1775,00003016.jpg,1960,1634,1007,326,1525,817,True,254338,"(1960, 1634)",1.0,1
1776,00001601.jpg,800,534,504,107,638,212,True,14070,"(800, 534)",1.0,1
1777,00001167.jpg,626,417,277,56,458,196,True,25340,"(626, 417)",1.0,1
1778,00001615.jpg,2000,1331,772,95,1503,661,True,413746,"(2000, 1331)",1.0,1
1779,00003002.jpg,1300,957,455,471,751,724,True,74888,"(1300, 957)",1.0,1
1784,00002687.jpg,504,330,85,137,176,206,True,6279,"(504, 330)",1.0,1
1789,00002877.jpg,2500,3745,736,226,1215,1061,True,399965,"(2500, 3745)",1.0,1
1791,00002863.jpg,1200,1185,811,426,923,555,True,14448,"(1200, 1185)",1.0,1
1792,00001359.jpg,626,417,141,105,293,223,True,17936,"(626, 417)",1.0,1
1793,00000047.jpg,1300,891,819,93,1057,283,True,45220,"(1300, 891)",1.0,1
1795,00002650.jpg,1200,630,484,102,1031,436,True,182698,"(1200, 630)",1.0,1
1796,00002136.jpg,480,320,89,5,201,90,True,9520,"(480, 320)",1.0,1
1798,00003228.jpg,960,640,1,1,960,633,True,606088,"(960, 640)",1.0,1
1799,00000735.jpg,1098,732,497,187,622,284,True,12125,"(1098, 732)",1.0,1
1800,00002122.jpg,1400,1130,434,257,636,447,True,38380,"(1400, 1130)",1.0,1
1802,00001365.jpg,600,419,237,80,360,178,True,12054,"(600, 419)",1.0,1
1803,00001403.jpg,700,1050,263,189,419,461,True,42432,"(700, 1050)",1.0,1
1804,00003200.jpg,495,639,287,182,346,270,True,5192,"(495, 639)",1.0,1
1805,00001417.jpg,608,406,138,11,423,232,True,62985,"(608, 406)",1.0,1
1806,00001371.jpg,910,1213,154,70,715,941,True,488631,"(910, 1213)",1.0,1
1807,00002678.jpg,800,533,206,111,452,306,True,47970,"(800, 533)",1.0,1
1809,00001588.jpg,509,339,196,2,423,182,True,40860,"(509, 339)",1.0,1
1810,00002081.jpg,1500,2123,641,146,887,553,True,100122,"(1500, 2123)",1.0,1
1811,00002095.jpg,1500,1120,491,42,1028,508,True,250242,"(1500, 1120)",1.0,1
1812,00000682.jpg,640,860,301,220,413,396,True,19712,"(640, 860)",1.0,1
1816,00002903.jpg,3024,4032,1028,409,1504,1149,True,352240,"(3024, 4032)",1.0,1
1817,00000872.jpg,390,280,153,22,246,100,True,7254,"(390, 280)",1.0,1
1818,00000866.jpg,2037,1274,819,4,2032,1199,True,1449535,"(2037, 1274)",1.0,1
1819,00002042.jpg,1050,700,404,21,628,195,True,38976,"(1050, 700)",1.0,1
1820,00000899.jpg,1000,667,185,61,641,423,True,165072,"(1000, 667)",1.0,1
1821,00000641.jpg,1000,667,489,314,660,448,True,22914,"(1000, 667)",1.0,1
1829,00003348.jpg,612,408,363,176,535,309,True,22876,"(612, 408)",1.0,1
1832,00002730.jpg,1024,681,567,137,795,313,True,40128,"(1024, 681)",1.0,1
1833,00000127.jpg,458,700,192,325,238,408,True,3818,"(458, 700)",1.0,1
1834,00001239.jpg,866,1390,413,293,507,473,True,16920,"(866, 1390)",1.0,1
1835,00002718.jpg,720,576,354,73,526,236,True,28036,"(720, 576)",1.0,1
1836,00003406.jpg,800,800,518,510,671,688,True,27234,"(800, 800)",1.0,1
1840,00001577.jpg,735,492,156,24,309,144,True,18360,"(735, 492)",1.0,1
1841,00003374.jpg,587,600,139,327,234,437,True,10450,"(587, 600)",1.0,1
1844,00001563.jpg,612,408,270,68,485,235,True,35905,"(612, 408)",1.0,1
1845,00001205.jpg,1000,1500,336,232,772,994,True,332232,"(1000, 1500)",1.0,1
1846,00002283.jpg,500,508,167,53,335,247,True,32592,"(500, 508)",1.0,1
1847,00000480.jpg,800,600,330,132,592,361,True,59998,"(800, 600)",1.0,1
1848,00002297.jpg,441,600,287,58,352,161,True,6695,"(441, 600)",1.0,1
1850,00001991.jpg,1116,1600,220,1,883,993,True,657696,"(1116, 1600)",1.0,1
1851,00002240.jpg,2000,1333,405,188,933,598,True,216480,"(2000, 1333)",1.0,1
1852,00000331.jpg,667,1000,301,427,382,568,True,11421,"(667, 1000)",1.0,1
1853,00000325.jpg,1000,667,320,58,590,263,True,55350,"(1000, 667)",0.0,0
1854,00002254.jpg,427,640,186,67,259,195,True,9344,"(427, 640)",1.0,1
1855,00001985.jpg,493,280,179,1,327,94,True,13764,"(493, 280)",1.0,1
1856,00003162.jpg,1000,1000,227,225,410,443,True,39894,"(1000, 1000)",0.0,0
1857,00001775.jpg,1000,667,194,14,740,428,True,226044,"(1000, 667)",1.0,1
1858,00001013.jpg,1162,1700,406,184,727,730,True,175266,"(1162, 1700)",1.0,1
1859,00001007.jpg,683,1024,276,168,393,373,True,23985,"(683, 1024)",1.0,1
1860,00001761.jpg,800,582,270,75,522,283,True,52416,"(800, 582)",1.0,1
1861,00002518.jpg,350,200,21,8,207,132,True,23064,"(350, 200)",1.0,1
1862,00001011.jpg,390,280,132,23,269,139,True,15892,"(390, 280)",1.0,1
1863,00000469.jpg,735,494,107,217,199,287,True,6440,"(735, 494)",1.0,1
1864,00003160.jpg,1280,720,259,28,869,436,True,248880,"(1280, 720)",1.0,1
1865,00001763.jpg,699,1050,150,1,699,1050,True,575901,"(699, 1050)",1.0,1
1866,00000333.jpg,700,467,216,53,477,256,True,52983,"(700, 467)",1.0,1
1867,00002524.jpg,700,906,141,27,648,791,True,387348,"(700, 906)",1.0,1
1868,00002242.jpg,1600,1143,523,208,1207,777,True,389196,"(1600, 1143)",1.0,1
1870,00001993.jpg,450,378,217,19,303,103,True,7224,"(450, 378)",1.0,1
1871,00000441.jpg,1600,1168,373,4,1191,683,True,555422,"(1600, 1168)",1.0,1
1872,00001987.jpg,1300,1066,286,2,1291,961,True,963795,"(1300, 1066)",1.0,1
1873,00003148.jpg,390,280,125,25,299,170,True,25230,"(390, 280)",1.0,1
1874,00002530.jpg,612,408,241,32,422,171,True,25159,"(612, 408)",1.0,1
1875,00001039.jpg,1200,1800,367,118,684,672,True,175618,"(1200, 1800)",1.0,1
1876,00001978.jpg,1104,1300,402,138,531,314,True,22704,"(1104, 1300)",1.0,1
1877,00000496.jpg,682,1023,312,132,445,365,True,30989,"(682, 1023)",1.0,1
1878,00001788.jpg,509,339,182,38,349,167,True,21543,"(509, 339)",1.0,1
1879,00002281.jpg,504,650,183,93,328,307,True,31030,"(504, 650)",1.0,1
1880,00002295.jpg,408,612,99,68,308,424,True,74404,"(408, 612)",1.0,1
1881,00001944.jpg,1024,683,354,65,901,490,True,232475,"(1024, 683)",1.0,1
1882,00003362.jpg,424,490,106,94,158,164,True,3640,"(424, 490)",1.0,1
1886,00003404.jpg,682,1024,271,73,376,257,True,19320,"(682, 1024)",1.0,1
1887,00003410.jpg,338,508,156,59,240,205,True,12264,"(338, 508)",0.0,0
1888,00000119.jpg,698,1050,270,192,348,325,True,10374,"(698, 1050)",1.0,1
1889,00001561.jpg,361,254,125,1,321,143,True,27832,"(361, 254)",1.0,1
1890,00002068.jpg,2000,1204,715,121,1141,420,True,127374,"(2000, 1204)",1.0,1
1891,00000657.jpg,600,450,407,204,466,255,True,3009,"(600, 450)",1.0,1
1903,00001549.jpg,319,450,134,102,205,221,True,8449,"(319, 450)",1.0,1
1904,00002040.jpg,332,519,150,39,215,157,True,7670,"(332, 519)",1.0,1
1905,00003438.jpg,800,800,179,429,272,537,True,10044,"(800, 800)",1.0,1
1906,00002726.jpg,650,969,507,159,575,276,True,7956,"(650, 969)",1.0,1
1909,00000643.jpg,2121,1414,388,249,1039,755,True,329406,"(2121, 1414)",1.0,1
1912,00000870.jpg,1000,1500,401,331,551,594,True,39450,"(1000, 1500)",1.0,1
1913,00000864.jpg,970,776,155,104,487,407,True,100596,"(970, 776)",1.0,1
1914,00000858.jpg,1600,1157,369,183,689,452,True,86080,"(1600, 1157)",1.0,1
1915,00003389.jpg,626,418,79,82,248,213,True,22139,"(626, 418)",1.0,1
1917,00003216.jpg,600,400,159,86,351,236,True,28800,"(600, 400)",0.0,0
1918,00001401.jpg,480,720,209,299,260,389,True,4590,"(480, 720)",1.0,1
1919,00001373.jpg,601,900,251,88,321,212,True,8680,"(601, 900)",1.0,1
1920,00001415.jpg,850,1280,331,238,603,716,True,130016,"(850, 1280)",1.0,1
1921,00003202.jpg,1068,1600,243,309,777,1220,True,486474,"(1068, 1600)",1.0,1
1922,00000723.jpg,1240,828,725,239,1020,469,True,67850,"(1240, 828)",1.0,1
1926,00002134.jpg,1500,1089,708,77,1179,466,True,183219,"(1500, 1089)",1.0,1
1927,00002652.jpg,632,994,414,129,505,297,True,15288,"(632, 994)",1.0,1
